V01_RESPID,V07_PROVINCE,V08_SEX,V09_RURAL,V16_NUMPEOPLE,V17_PEOPLE18,V20_MARITAL,V21_MTHRTONGUE,V29_RESPEDUC,V30_RESPAGE,V36_TENURE,V43_SOCCLASS,V64_DRINK,V65_DRINK1,V68_DRINK8,V70_DRINKPROB,
810,5,2,0,4,3,1,2,5,19,1,7,1,1,0,1,
811,5,1,0,1,1,1,2,0,47,1,7,1,7,0,2,
812,5,1,0,2,2,1,2,7,28,2,4,1,1,0,2,
813,5,2,0,2,2,1,2,7,23,2,5,1,0,0,2,
814,5,1,0,2,2,2,2,4,68,1,1,1,0,0,2,
815,5,1,0,6,3,1,2,5,18,1,5,2,8,8,2,
816,5,1,0,6,3,2,2,4,51,1,5,2,8,8,2,
817,5,1,0,4,2,2,2,5,40,1,9,1,2,0,1,
818,5,2,0,2,2,2,2,8,45,1,5,1,0,0,1,
819,5,2,0,5,3,2,2,4,45,1,5,1,0,0,2,
820,5,2,0,3,2,2,2,3,50,2,4,2,8,8,2,
821,5,2,0,4,3,3,2,3,60,2,4,2,8,8,2,
822,5,2,0,1,1,2,2,3,71,1,5,2,8,8,2,
823,5,2,0,4,2,2,2,3,32,2,5,1,0,0,2,
824,5,1,0,2,2,2,2,4,66,2,6,1,1,0,2,
825,5,2,0,3,2,3,2,3,69,1,5,2,8,8,2,
826,5,2,0,3,3,2,2,2,55,1,6,1,1,0,2,
827,5,1,0,2,2,3,2,2,75,1,2,1,7,0,1,
828,5,2,0,4,3,2,2,6,42,1,4,1,3,0,2,
829,5,2,0,3,2,1,2,4,18,2,2,2,8,8,2,
830,5,1,0,3,3,1,2,4,20,2,2,1,0,0,1,
831,5,2,0,3,3,2,2,6,38,1,7,1,7,0,2,
832,5,1,0,2,2,2,2,2,74,1,4,2,8,8,2,
833,5,2,0,1,1,1,2,3,41,2,2,2,8,8,1,
834,5,1,0,2,2,1,2,3,44,1,3,1,3,0,2,
835,5,2,0,2,2,3,2,2,77,1,3,2,8,8,2,
836,5,2,0,2,2,2,2,3,47,1,6,1,1,0,2,
837,5,1,0,2,2,2,2,1,75,1,4,1,1,0,2,
838,5,1,0,4,4,2,2,6,25,2,9,1,0,0,2,
839,5,1,0,2,2,2,2,4,32,1,5,1,1,0,1,
840,5,1,0,3,3,1,2,4,38,2,9,1,3,1,1,
841,5,2,0,3,3,2,2,2,59,1,9,2,8,8,1,
842,5,2,0,4,4,2,2,2,51,1,5,1,0,0,1,
843,5,2,0,4,4,1,2,4,21,2,5,1,1,0,1,
844,5,1,4,6,4,2,2,2,51,1,4,1,3,0,2,
845,5,2,4,6,4,1,2,3,17,1,4,2,8,8,2,
846,5,1,4,5,2,2,2,4,42,1,6,1,1,0,1,
847,5,2,4,5,2,2,2,4,35,1,6,1,1,0,1,
848,5,1,4,3,3,2,2,2,51,1,6,1,3,2,1,
849,5,1,4,4,2,1,2,3,15,1,7,1,0,0,1,
850,5,1,3,2,2,2,1,2,56,2,5,1,2,0,1,
851,5,1,3,5,2,2,2,2,37,1,9,1,3,0,1,
852,5,1,1,2,2,1,2,3,25,1,5,1,1,0,1,
853,5,1,3,4,2,1,2,1,16,1,6,1,0,0,1,
854,5,2,3,5,2,2,1,2,35,1,6,2,8,8,1,
855,5,1,3,2,1,1,2,4,17,2,1,1,0,0,1,
856,5,2,3,6,2,2,2,4,33,1,3,1,0,0,2,
857,5,1,1,7,2,2,2,1,34,1,5,1,0,0,1,
858,5,2,1,2,2,1,2,8,22,2,5,2,8,8,2,
859,5,1,3,6,5,1,2,5,19,1,5,1,1,0,2,
860,5,1,3,6,5,2,2,1,51,1,5,1,1,0,1,
861,5,2,3,6,5,1,2,5,18,1,5,1,2,0,2,
862,5,1,3,8,2,2,2,2,42,1,5,1,1,0,2,
863,5,2,1,2,2,2,2,4,18,2,5,1,0,0,2,
864,5,1,1,3,2,1,2,1,79,2,1,2,8,8,2,
865,5,2,1,3,2,3,1,3,72,2,1,2,8,8,2,
866,5,2,1,2,2,2,2,3,63,2,5,2,8,8,1,
867,5,1,1,3,2,2,2,3,31,2,4,1,5,0,1,
868,5,2,1,2,2,2,2,4,19,2,5,1,1,0,1,
869,5,2,1,4,4,3,2,2,75,2,5,1,0,0,1,
870,5,2,1,4,3,2,2,2,57,1,3,2,8,8,2,
871,5,2,1,4,3,1,2,4,18,1,3,1,0,0,2,
872,5,2,3,2,2,2,2,1,58,2,5,1,1,0,2,
873,5,1,1,3,2,2,2,1,51,1,5,1,0,0,1,
874,5,2,1,4,3,2,2,1,47,1,6,2,8,8,1,
875,5,1,1,1,1,3,2,1,55,1,7,2,8,8,2,
876,5,2,1,3,2,2,2,3,22,1,7,1,2,0,1,
877,5,1,2,8,4,2,2,1,49,1,3,1,0,0,1,
878,5,1,1,1,1,1,2,1,59,1,1,1,1,0,2,
879,5,2,3,2,2,2,2,1,72,1,1,2,8,8,1,
880,5,1,1,3,3,1,2,3,34,1,3,1,0,0,2,
881,5,2,1,2,2,2,2,4,21,2,2,1,0,0,2,
882,5,2,1,2,2,2,2,1,81,1,4,2,8,8,2,
883,5,2,3,2,2,1,2,4,22,2,3,1,1,0,1,
884,5,1,0,3,2,2,2,1,67,2,3,1,0,0,2,
885,5,2,0,3,3,1,2,4,18,1,5,1,0,0,2,
886,5,2,0,2,2,2,2,1,59,1,5,2,8,8,1,
887,5,1,0,3,2,2,2,3,26,2,5,1,1,0,1,
888,5,1,0,6,2,1,2,3,17,1,5,1,0,0,2,
889,5,2,0,2,2,2,2,1,57,2,5,1,1,0,2,
890,5,2,4,2,2,2,2,1,75,1,5,2,8,8,2,
891,5,1,4,5,4,2,2,1,66,2,3,2,8,8,2,
892,5,1,4,2,2,2,2,6,28,1,8,1,2,0,1,
893,5,2,4,3,3,1,2,4,55,1,5,1,0,0,1,
894,5,1,4,4,2,2,2,4,41,1,5,1,2,0,2,
895,5,2,4,3,2,2,2,6,26,1,5,2,8,8,2,
896,5,1,4,4,3,2,2,1,79,1,5,1,1,0,2,
897,5,2,4,2,2,2,2,3,56,1,3,1,2,0,1,
898,5,1,4,2,2,2,2,1,67,1,3,1,2,0,1,
899,5,2,4,4,3,1,2,3,15,1,3,1,0,0,1,
900,5,1,4,3,2,1,2,3,15,1,8,1,0,0,1,
901,5,1,4,3,3,3,2,3,46,1,3,1,1,1,2,
902,5,1,1,3,3,2,2,1,58,1,1,2,8,8,2,
903,5,1,3,3,3,2,2,2,73,2,1,2,8,8,1,
904,5,1,2,2,2,2,2,2,24,1,1,2,8,8,2,
905,5,1,1,3,3,2,2,2,68,2,1,1,1,0,2,
906,5,2,2,7,6,2,2,4,51,1,3,1,0,0,2,
907,5,1,1,3,2,2,2,4,32,2,1,2,8,8,1,
908,5,1,2,5,2,2,2,4,32,1,2,1,5,0,2,
909,0,1,0,2,2,1,1,6,27,2,5,1,5,0,1,
910,0,1,0,2,2,2,3,8,30,2,5,1,1,0,2,
911,0,1,0,2,2,1,1,8,25,2,8,1,3,0,1,
912,0,2,0,1,1,1,1,8,28,2,5,1,2,0,1,
913,0,2,0,1,1,3,3,1,72,1,3,2,8,8,2,
914,0,2,0,2,2,1,1,8,32,2,5,1,7,0,1,
915,0,1,0,2,2,2,2,8,55,1,8,1,7,4,2,
916,0,1,0,2,2,2,1,6,76,1,8,1,1,0,2,
917,0,1,0,2,2,2,1,4,66,1,8,1,7,2,1,
918,0,1,0,2,2,2,1,5,73,1,7,1,0,0,2,
919,0,2,0,2,2,2,1,4,60,1,7,2,8,8,2,
920,0,1,0,2,2,2,1,8,55,1,8,1,3,0,1,
921,0,2,0,2,2,2,1,3,66,1,5,2,8,8,2,
922,0,1,0,2,2,2,1,3,60,1,5,2,8,8,2,
923,0,1,0,4,2,2,1,4,70,1,6,2,8,8,2,
924,0,1,0,8,7,1,1,4,19,1,6,2,8,8,2,
925,0,1,0,5,2,2,1,4,26,2,5,1,7,5,1,
926,0,1,0,2,2,3,1,3,54,1,5,3,9,9,2,
927,0,2,0,4,3,1,1,4,18,1,7,1,1,1,1,
928,0,2,0,4,3,2,1,3,44,1,7,1,1,0,1,
929,0,2,0,4,2,2,1,6,32,1,7,1,1,0,1,
930,0,1,0,2,2,2,2,3,68,1,5,1,0,0,1,
931,0,2,0,2,2,2,1,2,66,1,5,1,0,0,1,
932,0,1,0,4,3,2,3,6,48,1,7,1,3,0,1,
933,0,2,0,4,3,2,3,5,48,1,7,1,3,0,1,
934,0,2,0,4,2,2,1,5,37,1,5,2,8,8,1,
935,0,2,0,1,1,3,1,1,64,1,2,1,1,0,1,
936,0,2,0,3,2,2,1,5,21,2,3,1,0,0,1,
937,0,2,0,2,2,1,1,3,50,1,1,2,8,8,1,
938,0,2,0,4,3,2,1,3,21,1,3,1,1,0,1,
939,0,2,3,2,2,2,1,4,55,1,4,1,0,0,2,
940,0,2,2,2,2,2,1,3,51,1,4,1,7,0,2,
941,0,1,2,2,2,2,1,4,68,1,4,1,0,0,2,
942,0,2,1,3,2,2,1,4,21,1,4,1,0,0,1,
943,0,2,1,2,2,2,1,3,50,2,5,1,6,0,1,
944,0,2,1,4,2,2,1,4,27,1,5,1,0,0,1,
945,0,2,3,4,2,1,1,3,17,1,5,2,8,8,1,
946,0,2,0,2,2,2,1,4,23,1,4,1,3,0,1,
947,0,1,0,2,2,2,3,3,49,1,5,1,7,0,2,
948,0,2,0,2,2,2,1,8,24,2,5,1,1,0,1,
949,0,2,0,2,2,1,1,3,16,2,4,1,0,0,1,
950,0,1,0,2,2,2,3,1,59,1,5,2,8,8,1,
951,0,2,0,2,2,2,1,3,59,1,5,1,4,0,1,
952,3,2,0,3,2,2,1,3,27,1,5,1,0,0,2,
953,3,1,0,4,2,2,1,3,41,1,5,2,8,8,1,
954,3,2,0,6,2,2,1,3,36,1,5,1,0,0,1,
955,3,2,0,3,2,2,1,3,31,1,5,1,0,0,1,
956,3,2,0,9,4,2,1,3,28,2,7,2,8,8,1,
957,3,2,0,4,2,2,1,6,29,1,5,1,0,0,1,
958,3,2,0,5,4,2,1,3,48,1,5,2,8,8,2,
959,3,2,0,3,2,2,1,0,39,1,8,2,8,8,2,
960,3,2,0,4,4,2,1,3,56,1,4,1,3,0,2,
961,3,1,0,2,2,2,2,4,71,1,3,2,8,8,2,
962,3,2,0,2,2,2,1,3,55,1,7,1,0,0,2,
963,3,1,0,2,2,2,1,4,61,1,5,1,1,0,2,
964,3,2,0,5,2,2,1,8,38,2,7,1,1,0,1,
965,3,2,0,4,2,2,1,4,32,2,5,1,0,0,1,
966,3,2,0,3,2,2,1,6,26,2,6,1,1,0,1,
967,3,2,0,2,2,2,1,4,24,2,5,1,1,0,1,
968,3,1,0,5,5,1,1,3,20,2,5,2,8,8,1,
969,3,2,0,2,2,2,1,6,20,2,5,1,0,0,1,
970,6,1,0,4,2,2,1,3,46,1,5,1,0,0,2,
971,6,2,0,4,2,1,3,3,17,1,5,2,8,8,2,
972,6,1,0,2,2,2,1,4,24,1,6,1,1,0,2,
973,6,2,0,1,1,1,3,3,49,2,4,2,8,8,2,
974,6,2,0,2,1,3,3,5,32,1,6,2,8,8,2,
975,6,2,0,2,2,2,1,3,63,1,5,1,1,0,2,
976,6,1,0,4,4,1,1,4,21,1,7,1,2,0,2,
977,6,1,0,4,4,2,1,4,58,1,7,1,2,0,2,
978,6,1,0,6,2,1,1,3,15,1,5,1,0,0,2,
979,6,2,0,6,2,1,1,3,17,1,6,2,8,8,2,
980,6,1,0,3,2,2,1,8,31,1,6,1,0,0,2,
981,6,1,0,3,3,1,1,4,21,1,5,1,2,0,2,
982,0,2,0,2,2,3,3,4,65,1,4,2,8,8,2,
983,0,2,0,2,2,2,3,4,60,1,4,1,1,0,2,
984,0,1,0,3,2,2,1,8,49,1,5,1,1,0,1,
985,0,2,0,2,2,1,1,4,45,1,4,2,8,8,2,
986,0,1,0,2,2,1,1,7,31,1,3,1,2,0,1,
987,0,2,0,3,3,3,1,7,64,1,4,1,3,0,1,
988,0,1,0,2,2,2,1,8,35,2,8,1,5,1,1,
989,0,2,0,2,2,2,1,5,75,1,6,2,8,8,2,
990,0,1,0,2,2,1,1,8,24,2,8,1,3,1,1,
991,0,1,0,2,2,1,3,8,25,2,8,1,2,0,1,
992,0,1,0,2,2,2,1,8,38,1,8,1,5,0,1,
993,0,2,0,4,2,2,1,8,32,1,9,1,3,0,1,
994,0,2,0,2,2,2,1,3,59,1,5,2,8,8,2,
995,0,1,0,2,2,2,2,3,56,1,4,1,2,0,1,
996,0,1,0,4,4,2,1,5,48,1,5,2,8,8,1,
997,0,2,0,6,3,2,3,3,25,1,6,2,8,8,1,
998,0,2,0,2,2,2,1,7,23,1,5,2,8,8,2,
999,0,1,0,4,3,1,1,3,17,1,6,1,0,0,1,
1000,0,1,0,4,3,1,1,3,18,1,5,1,2,2,2,
1001,0,1,0,5,2,1,3,3,16,1,5,2,8,8,1,
1002,0,1,0,5,2,2,3,3,55,1,4,2,8,8,1,
1003,0,1,0,5,5,1,1,4,23,1,5,1,0,0,1,
1004,0,2,0,5,4,2,3,4,48,1,5,1,0,0,2,
1005,0,1,0,2,2,3,1,3,51,2,4,1,0,0,1,
1006,0,1,0,3,3,2,3,1,48,2,3,1,0,0,1,
1007,0,2,0,3,2,1,1,5,25,2,5,1,0,0,1,
1008,0,1,0,5,2,2,1,3,39,1,6,1,1,0,1,
1009,0,1,0,2,2,1,1,4,23,1,5,1,3,2,2,
1010,0,2,0,1,1,3,3,3,58,1,5,1,2,0,2,
1011,0,1,0,3,2,1,1,3,16,1,5,2,8,8,2,
1012,0,1,2,2,2,2,1,8,55,1,6,1,7,0,1,
1013,0,1,3,3,2,1,1,3,17,1,6,1,0,0,1,
1014,0,1,3,1,1,1,1,4,24,1,4,1,6,0,2,
1015,0,2,2,3,2,2,1,8,51,1,5,2,8,8,2,
1016,0,2,3,2,2,2,1,8,36,1,6,1,3,0,1,
1017,0,2,2,4,4,2,1,8,51,1,6,1,1,0,2,
1018,0,1,2,6,5,2,1,4,56,1,5,1,7,0,1,
1019,0,2,4,3,1,3,1,8,42,1,5,1,4,0,2,
1020,0,1,4,6,2,2,1,1,38,1,4,1,3,0,1,
1021,0,1,4,2,2,2,1,7,25,2,5,1,2,0,1,
1022,0,2,4,3,2,2,1,3,18,2,3,1,0,0,1,
1023,0,1,4,3,3,1,1,3,20,2,3,1,4,1,1,
1024,0,1,4,3,3,1,1,3,22,2,4,1,7,2,1,
1025,0,2,4,2,2,2,1,2,65,2,6,1,0,0,1,
1026,0,1,1,2,1,3,1,8,47,1,8,1,1,0,1,
1027,0,1,1,2,2,2,2,3,71,1,2,1,0,0,2,
1028,0,2,1,3,3,3,2,6,93,1,4,2,8,8,1,
1029,0,2,1,1,1,3,3,3,70,1,4,1,1,0,1,
1030,0,2,1,5,2,2,1,3,40,1,6,1,1,1,2,
1031,0,2,1,5,2,1,1,3,15,1,5,1,0,0,1,
1032,0,1,1,4,2,2,1,3,30,1,6,1,2,0,1,
1033,9,1,0,1,1,1,1,2,30,2,4,2,8,8,1,
1034,9,2,0,1,1,1,1,7,21,2,4,1,1,0,1,
1035,9,1,0,1,1,1,1,8,25,2,4,1,1,0,1,
1036,9,1,0,2,2,2,3,7,25,2,4,1,1,0,2,
1037,9,2,0,1,1,1,1,8,26,2,4,1,2,0,1,
1038,9,1,0,2,2,2,1,8,23,2,4,1,1,0,1,
1039,9,1,0,3,2,2,3,3,56,1,6,1,0,0,1,
1040,9,1,0,3,2,2,3,7,49,1,6,1,1,0,1,
1041,9,2,0,4,2,2,1,6,35,1,6,1,0,0,2,
1042,9,2,0,5,2,2,1,6,34,1,5,1,1,0,2,
1043,9,2,0,4,2,2,3,5,25,2,5,2,8,8,1,
1044,9,1,0,4,3,2,1,6,46,2,6,1,7,0,2,
1045,9,2,0,4,2,2,1,8,35,2,5,1,7,0,1,
1046,9,2,0,2,2,2,1,4,24,2,5,1,3,0,1,
1047,9,1,0,4,2,2,1,8,31,2,6,1,7,0,1,
1048,9,2,0,2,2,2,1,8,23,2,5,1,0,0,1,
1049,6,2,0,1,1,3,1,4,83,1,7,1,7,0,2,
1050,6,1,0,2,2,1,1,8,65,1,4,1,7,0,1,
1051,6,2,0,2,2,2,1,6,58,1,7,1,0,0,2,
1052,6,1,0,4,2,1,1,3,15,1,6,2,8,8,2,
1053,6,1,0,4,2,2,1,0,49,1,5,1,7,0,1,
1054,6,1,0,1,1,1,1,8,40,1,7,1,5,0,2,
1055,6,2,0,4,2,2,3,1,33,2,3,2,8,8,1,
1056,6,1,0,3,3,1,3,7,18,2,3,1,0,0,1,
1057,6,1,0,1,1,1,1,8,25,2,2,1,1,0,2,
1058,6,1,0,1,1,1,1,6,24,2,3,1,5,1,1,
1059,6,1,0,1,1,1,1,6,22,2,2,1,7,0,1,
1060,6,1,0,2,2,2,3,1,57,2,3,1,7,0,2,
1061,6,2,0,4,2,2,1,3,21,2,3,1,1,0,1,
1062,6,1,0,3,3,2,1,3,53,1,4,1,1,1,1,
1063,6,2,0,4,2,2,2,2,20,1,5,1,0,0,2,
1064,6,2,0,4,2,2,3,2,30,1,5,2,8,8,2,
1065,6,2,0,4,2,3,1,3,24,2,2,1,0,0,1,
1066,6,2,0,4,2,2,2,3,40,1,5,2,8,8,2,
1067,6,2,0,4,2,2,1,7,33,1,6,1,0,0,1,
1068,6,1,0,4,2,2,1,6,33,1,5,1,1,0,1,
1069,6,2,0,4,2,2,1,7,34,1,6,1,2,0,2,
1070,6,1,0,2,2,2,1,8,28,1,6,1,4,0,1,
1071,6,2,0,3,3,2,1,3,67,1,5,1,2,0,2,
1072,6,1,0,2,2,1,2,7,21,2,4,1,0,0,2,
1073,6,2,0,6,4,2,2,3,45,1,5,1,1,0,2,
1074,6,1,0,4,4,2,1,2,47,1,4,2,8,8,1,
1075,6,1,0,2,2,2,1,3,30,1,4,1,1,0,1,
1076,6,2,0,4,2,2,3,3,33,1,4,1,0,0,1,
1077,6,1,0,5,3,1,1,5,20,1,6,1,0,0,1,
1078,6,2,0,2,2,2,1,3,56,1,4,1,0,0,2,
1079,6,2,0,2,2,3,1,4,78,2,6,1,1,0,1,
1080,6,2,0,1,1,1,1,3,77,2,6,2,8,8,1,
1081,6,1,0,2,2,2,1,2,67,2,6,1,5,0,2,
1082,6,2,0,1,1,3,1,2,73,2,5,2,8,8,1,
1083,6,2,0,4,4,2,1,1,37,2,6,1,3,0,2,
1084,6,2,0,4,3,1,1,3,15,2,6,2,8,8,1,
1085,5,2,0,6,5,1,2,5,17,1,7,1,0,0,1,
1086,5,2,0,2,2,2,2,1,55,1,6,1,0,0,1,
1087,5,1,0,2,2,2,2,1,67,1,6,2,8,8,1,
1088,5,1,0,7,4,1,2,3,17,1,8,1,0,0,2,
1089,5,2,0,7,4,2,2,2,40,1,8,1,0,0,2,
1090,5,2,0,5,3,2,2,3,39,1,8,2,8,8,1,
1091,5,2,0,7,2,2,1,6,35,2,6,2,8,8,1,
1092,5,1,0,3,1,1,1,3,17,2,5,1,0,0,1,
1093,5,2,0,3,1,3,1,5,37,2,5,1,2,0,1,
1094,5,1,0,5,2,2,2,8,28,1,4,1,1,0,1,
1095,5,2,0,4,2,3,2,4,53,2,3,2,8,8,1,
1096,5,1,0,8,6,1,2,4,27,1,5,1,1,0,1,
1097,5,1,4,1,1,1,2,3,23,2,1,1,1,0,1,
1098,5,2,4,3,3,2,2,1,46,1,5,1,0,0,2,
1099,5,2,4,3,2,2,2,1,42,1,5,1,0,0,2,
1100,5,2,4,3,2,2,2,3,33,2,4,2,8,8,1,
1101,5,1,4,3,3,2,2,1,70,1,2,1,1,0,2,
1102,5,2,4,2,2,1,2,1,74,1,1,1,0,0,2,
1103,4,1,0,2,2,1,2,8,28,1,7,1,7,0,2,
1104,4,2,0,5,2,2,2,8,42,1,8,1,1,0,2,
1105,4,1,0,4,4,1,2,6,23,1,8,1,4,2,2,
1106,4,1,0,5,1,3,1,5,31,1,5,1,1,0,1,
1107,4,1,0,4,3,3,3,3,61,1,3,1,7,0,2,
1108,4,2,0,1,1,3,2,3,38,2,2,1,1,0,1,
1109,4,2,0,2,2,2,1,3,49,1,6,2,8,8,2,
1110,4,2,0,4,2,2,1,3,31,1,7,2,8,8,1,
1111,4,1,0,6,2,2,3,4,38,1,6,3,9,9,2,
1112,4,1,0,6,3,2,1,4,31,1,6,1,1,0,1,
1113,4,2,0,6,3,2,1,4,28,1,6,1,1,0,1,
1114,4,1,0,3,2,2,1,8,48,1,6,1,2,0,2,
1115,4,2,4,4,2,2,2,4,25,1,6,1,0,0,1,
1116,4,1,4,8,2,1,1,3,15,1,5,2,8,8,2,
1117,4,2,4,8,2,2,1,3,42,1,5,1,1,0,2,
1118,4,1,4,6,3,1,2,3,18,1,5,2,8,8,2,
1119,4,2,4,6,3,2,2,1,40,1,5,2,8,8,2,
1120,4,2,4,4,2,2,1,4,27,1,6,1,0,0,1,
1121,1,1,3,4,4,1,1,3,24,1,4,1,3,0,2,
1122,1,1,1,1,1,1,1,1,63,1,3,2,8,8,1,
1123,1,1,1,2,2,2,1,3,78,1,3,2,8,8,1,
1124,1,1,3,5,4,2,1,1,71,1,5,1,2,0,2,
1125,1,1,1,3,2,3,1,1,44,1,2,2,8,8,1,
1126,1,1,3,2,2,2,1,1,75,1,4,2,8,8,1,
1127,1,1,1,2,2,1,1,1,56,1,4,2,8,8,1,
1128,4,1,2,2,2,2,1,3,54,1,6,2,8,8,2,
1129,4,1,1,4,3,1,1,3,20,1,5,1,1,0,1,
1130,4,2,3,4,3,2,1,3,47,1,5,2,8,8,2,
1131,4,1,3,3,2,2,1,3,49,2,6,1,0,0,1,
1132,4,1,1,2,2,2,1,4,27,1,7,1,1,0,2,
1133,4,2,1,6,3,2,1,3,39,1,7,1,1,0,2,
1134,4,1,3,2,2,2,1,3,59,1,6,2,8,8,1,
1135,5,2,0,1,1,3,2,8,22,2,8,1,0,0,1,
1136,5,1,0,2,2,1,2,4,20,2,5,1,5,0,1,
1137,5,1,0,2,2,1,2,2,25,2,6,2,8,8,1,
1138,5,1,0,2,2,2,2,8,28,2,9,1,0,0,2,
1139,5,1,0,6,6,1,2,4,36,2,3,1,3,0,1,
1140,5,2,0,3,2,2,2,3,20,2,4,2,8,8,1,
1141,5,2,0,4,2,2,2,4,25,2,6,1,0,0,1,
1142,5,1,0,2,2,1,2,5,18,2,3,1,2,0,1,
1143,5,2,0,2,2,2,2,1,60,2,4,2,8,8,2,
1144,5,2,0,4,3,1,2,4,20,1,8,2,8,8,1,
1145,5,1,0,2,2,1,1,4,24,2,6,1,1,0,2,
1146,5,1,0,4,3,1,3,5,19,2,6,2,8,8,2,
1147,5,1,4,9,8,2,1,1,65,1,1,2,8,8,1,
1148,5,2,4,2,2,2,2,2,56,1,1,2,8,8,1,
1149,5,2,4,5,3,2,2,2,46,2,1,1,0,0,2,
1150,5,2,4,2,2,3,2,2,82,1,3,2,8,8,1,
1151,5,2,4,4,2,2,2,4,25,2,2,2,8,8,1,
1152,5,1,4,4,3,2,2,3,63,1,6,2,8,8,1,
1153,5,2,4,4,3,1,2,4,25,1,6,2,8,8,2,
1154,5,2,4,3,3,2,2,1,58,1,5,2,8,8,1,
1155,5,1,4,2,2,2,2,1,67,2,4,1,7,0,1,
1156,5,1,4,2,2,1,2,3,26,2,3,1,2,0,1,
1157,5,1,4,2,2,2,2,3,63,1,4,2,8,8,1,
1158,5,1,2,5,2,2,2,3,31,1,6,2,8,8,1,
1159,5,1,1,7,5,1,2,5,18,1,5,1,3,0,2,
1160,5,1,1,7,5,1,2,5,23,1,5,1,2,0,1,
1161,5,2,1,7,5,1,2,4,21,1,5,2,8,8,2,
1162,5,1,2,6,3,1,2,3,15,1,6,2,8,8,2,
1163,5,1,2,6,3,1,2,5,21,1,5,1,7,0,2,
1164,5,2,2,3,2,2,2,5,24,1,6,2,8,8,1,
1165,5,2,3,4,2,2,2,3,32,1,3,2,8,8,2,
1166,5,1,3,5,2,2,2,1,39,1,1,2,8,8,2,
1167,5,1,2,7,3,2,2,1,45,1,5,2,8,8,2,
1168,5,2,3,5,2,2,2,3,30,1,5,2,8,8,1,
1169,5,2,3,2,2,3,2,1,63,1,1,2,8,8,2,
1170,5,1,3,2,2,2,2,1,66,1,2,2,8,8,2,
1171,5,1,3,4,2,2,2,1,29,1,3,1,4,0,1,
1172,5,1,2,10,6,2,2,1,45,1,5,1,0,0,2,
1173,5,1,2,5,2,2,2,1,39,1,3,2,8,8,1,
1174,5,1,2,7,2,2,2,1,41,1,3,1,2,0,1,
1175,5,1,2,6,2,2,2,1,53,1,1,2,8,8,2,
1176,5,2,2,6,2,1,2,1,17,1,1,2,8,8,2,
1177,5,2,2,8,3,1,2,3,18,1,8,1,1,0,2,
1178,5,1,3,1,1,1,2,3,53,1,1,1,2,0,2,
1179,6,2,0,4,4,2,3,1,45,1,5,2,8,8,2,
1180,6,2,0,4,2,2,3,2,31,1,3,1,0,0,2,
1181,6,1,0,5,4,1,3,3,17,1,4,1,0,0,1,
1182,6,1,0,5,4,1,3,3,21,1,4,1,7,0,2,
1183,6,2,0,1,1,3,1,6,60,1,7,1,1,0,1,
1184,6,2,0,2,2,2,1,6,59,1,7,1,7,0,1,
1185,6,2,0,2,2,2,1,3,51,1,5,1,7,0,2,
1186,6,2,0,3,3,2,1,8,44,1,8,1,7,0,2,
1187,6,1,0,2,2,2,1,8,72,1,8,1,7,0,2,
1188,6,1,0,4,2,2,1,7,36,1,7,1,7,0,1,
1189,6,2,0,2,2,3,1,2,62,2,4,1,1,0,1,
1190,6,2,0,3,2,3,1,3,47,2,4,1,0,0,1,
1191,6,1,0,2,2,2,1,1,83,2,4,2,8,8,2,
1192,6,2,0,2,2,2,3,9,55,2,3,3,9,9,2,
1193,6,2,0,3,1,3,1,3,22,2,2,1,1,0,1,
1194,6,1,0,3,3,2,1,3,18,2,4,1,0,0,2,
1195,6,2,0,3,2,1,1,8,28,1,7,1,3,0,1,
1196,6,1,0,3,2,2,1,3,23,1,6,1,0,0,2,
1197,6,1,0,4,2,2,1,4,34,1,6,1,3,2,1,
1198,6,2,0,4,2,2,1,5,50,1,7,1,0,0,2,
1199,6,1,0,4,2,2,1,4,50,1,7,1,7,0,2,
1200,6,2,0,4,2,2,1,3,35,1,5,1,0,0,1,
1201,6,1,0,9,9,1,3,3,21,1,4,1,2,2,2,
1202,6,1,0,9,9,1,3,3,22,1,4,2,8,8,2,
1203,6,1,0,9,9,2,3,9,80,1,4,2,8,8,1,
1204,6,2,0,9,9,1,3,3,23,1,4,2,8,8,2,
1205,6,2,0,9,9,2,3,9,50,1,4,2,8,8,2,
1206,6,1,0,2,2,2,1,4,39,1,5,1,7,0,2,
1207,6,2,0,4,3,2,1,6,36,1,5,1,2,0,1,
1208,6,2,0,2,2,2,1,5,46,2,5,1,6,0,1,
1209,6,1,0,3,2,2,1,5,46,1,5,1,4,0,1,
1210,6,2,0,5,3,1,1,3,18,1,5,1,1,0,1,
1211,6,2,0,3,2,2,1,5,23,1,5,1,6,0,1,
1212,6,2,0,4,2,2,1,8,29,1,6,1,5,0,1,
1213,6,1,4,5,4,1,1,3,19,1,6,1,0,0,1,
1214,6,2,4,2,2,2,1,1,57,1,5,2,8,8,1,
1215,6,2,4,3,2,2,1,1,51,1,4,2,8,8,2,
1216,6,1,4,2,1,3,1,5,61,2,4,1,3,0,2,
1217,6,1,4,1,1,1,1,1,62,2,3,1,1,0,2,
1218,6,2,4,1,1,1,1,8,64,1,5,2,8,8,2,
1219,6,2,1,2,2,2,1,3,21,2,5,1,1,0,1,
1220,6,2,3,2,2,3,1,2,89,1,5,2,8,8,2,
1221,6,2,1,2,2,2,1,3,61,1,4,1,7,0,1,
